	response
F07	"```json
{
  ""comment"": ""F07 represents personality/behavioural disorders caused by brain disease or injury. Patients with such diagnoses frequently have underlying neurological conditions (e.g., cerebrovascular disease, epilepsy, traumatic brain injury) and often present with mood disorders (depression, anxiety). Thus, ICD categories reflecting these comorbidities are more likely. Conversely, conditions unrelated to brain injury or neuropsychiatric sequelae—such as many infectious or endocrine disorders—are less likely to co‑occur."",
  ""answer"": {
    ""B"": [""I63"", ""G40"", ""S06"", ""F32"", ""F41""],
    ""C"": [""A00"", ""E10"", ""J45""]
  }
}
```"
G82	"```json
{
  ""comment"": ""Patients with paraplegia or tetraplegia (G82) almost always have a history of spinal cord injury or traumatic injury, so categories covering traumatic injuries (S00‑S99) and related neurological sequelae (G81, G93, R54) are markedly more common.  Conversely, conditions that are largely unrelated to traumatic spinal injury—such as pregnancy (O00‑O99), congenital malformations (Q00‑Q99), and most cancers (C00‑C97)—are less frequently seen in this population."",
  ""answer"": {
    ""B"": [""S00"", ""S99"", ""G81"", ""G93"", ""R54"", ""L89""],
    ""C"": [""O00"", ""O99"", ""Q00"", ""Q99"", ""C00"", ""C97""]
  }
}
```"
W34	"{
  ""comment"": ""Patients with a discharge from firearms (W34) are typically involved in traumatic injury events. They are more likely to have psychiatric sequelae such as post‑traumatic stress (F43), depression (F32), anxiety (F41), and substance‑use disorders (F10, F11) due to the acute stress and potential coping mechanisms. Conversely, the demographic profile of firearm injury victims is often younger and less likely to have established malignancies, so broad cancer categories (C00‑C97) are less common than in a random population."",
  ""answer"": {
    ""B"": [""F43"", ""F32"", ""F41"", ""F10"", ""F11""],
    ""C"": [""C00-C97""]
  }
}"
N41	"```json
{
  ""comment"": ""Patients with inflammatory diseases of the prostate (N41) frequently have concurrent lower urinary tract infections (N39), bladder inflammation (N30), and upper urinary tract infections (N10) due to shared urinary tract involvement and bacterial spread. Prostate cancer (C61) is less commonly co‑diagnosed in these patients, as chronic prostatitis is generally considered a separate clinical entity and may even be associated with a slightly lower incidence of prostate cancer compared to the general male population."",
  ""answer"": {
    ""B"": [""N39"", ""N30"", ""N10""],
    ""C"": [""C61""]
  }
}
```"
S21	"{
  ""comment"": ""Patients with an open wound of the thorax (S21) are usually involved in high‑energy trauma, so other trauma codes in the same body region or adjacent regions (head, thorax, abdomen) are more common. Routine health‑check codes (Z00.x) are less likely because the patient is already in acute care."",
  ""answer"": {
    ""B"": [""S00"", ""S20"", ""S30""],
    ""C"": [""Z00""]
  }
}"
X92	"{
  ""comment"": ""Patients who survive an assault by drowning are often evaluated for respiratory complications such as aspiration pneumonia (J18) and shortness of breath (R06). The traumatic nature of the event also predisposes to post‑traumatic stress disorder (F43) and injury‑related sequelae (T90). Conversely, chronic conditions that are unrelated to the acute event, such as essential hypertension (I10) or type 2 diabetes mellitus (E11), are not specifically associated with drowning and are therefore less likely to be documented in the same record."",
  ""answer"": {
    ""B"": [""J18"", ""R06"", ""T90"", ""F43""],
    ""C"": [""I10"", ""E11""]
  }
}"
S91	"{
  ""comment"": ""Patients with an open wound of the ankle/foot are most often associated with other lower‑limb trauma codes (S90, S92, S93, S94, S95) and infection or complication codes (T84).  Conditions unrelated to acute trauma, such as acute myocardial infarction (I21), are less likely to be present in the same patient by chance."",
  ""answer"": {
    ""B"": [""S90"", ""S92"", ""S93"", ""S94"", ""S95"", ""T84""],
    ""C"": [""I21""]
  }
}"
W57	"{
  ""comment"": ""Patients with insect bites often develop skin reactions such as urticaria (L30), atopic dermatitis (L20), contact dermatitis (L23), other dermatitis (L25), or secondary bacterial infections like impetigo (L01). These conditions are more common in this group than in the general population. Conversely, conditions unrelated to skin or allergic responses—such as malignant neoplasms of the lip (C00) or dental disorders (K00)—are not expected to be more frequent in these patients and are therefore less likely than in a random patient."",
  ""answer"": {
    ""B"": [""L20"", ""L30"", ""L23"", ""L25"", ""L01""],
    ""C"": [""C00"", ""K00""]
  }
}"
M13	"```json
{
  ""comment"": ""Patients with other arthritis (M13) frequently have other osteoarthritic conditions (polyarthrosis, hip/knee osteoarthritis) and joint pain syndromes, so codes M15, M16, M17, M19 and M25 are more common.  Conversely, the presence of arthritis does not increase the likelihood of malignancy (C00‑C97), essential hypertension (I10), or asthma (J45); these are generally unrelated and may even be slightly less common in a cohort heavily screened for joint disease."",
  ""answer"": {
    ""B"": [""M15"", ""M16"", ""M17"", ""M19"", ""M25""],
    ""C"": [""C00"", ""C01"", ""C02"", ""C03"", ""C04"", ""C05"", ""C06"", ""C07"", ""C08"", ""C09"", ""C10"", ""C11"", ""C12"", ""C13"", ""C14"", ""C15"", ""C16"", ""C17"", ""C18"", ""C19"", ""C20"", ""C21"", ""C22"", ""C23"", ""C24"", ""C25"", ""C26"", ""C27"", ""C28"", ""C29"", ""C30"", ""C31"", ""C32"", ""C33"", ""C34"", ""C35"", ""C36"", ""C37"", ""C38"", ""C39"", ""C40"", ""C41"", ""C42"", ""C43"", ""C44"", ""C45"", ""C46"", ""C47"", ""C48"", ""C49"", ""C50"", ""C51"", ""C52"", ""C53"", ""C54"", ""C55"", ""C56"", ""C57"", ""C58"", ""C59"", ""C60"", ""C61"", ""C62"", ""C63"", ""C64"", ""C65"", ""C66"", ""C67"", ""C68"", ""C69"", ""C70"", ""C71"", ""C72"", ""C73"", ""C74"", ""C75"", ""C76"", ""C77"", ""C78"", ""C79"", ""C80"", ""C81"", ""C82"", ""C83"", ""C84"", ""C85"", ""C86"", ""C87"", ""C88"", ""C89"", ""C90"", ""C91"", ""C92"", ""C93"", ""C94"", ""C95"", ""C96"", ""C97"", ""I10"", ""J45""]
  }
}
```"
C45	"{
  ""comment"": ""Mesothelioma is strongly linked to asbestos exposure, which also predisposes to asbestosis (J61), pleural plaques (J82), and lung cancer (C34). These conditions are therefore more common in mesothelioma patients than in the general population. No ICD‑10 category shows a clear, clinically supported reduction in prevalence relative to random patients, so the less‑likely list is left empty."",
  ""answer"": {
    ""B"": [""J61"", ""J82"", ""C34""],
    ""C"": []
  }
}"
C38	"```json
{
  ""comment"": ""Patients with malignant neoplasm of the heart, mediastinum or pleura (C38) frequently have other thoracic malignancies or metastatic disease, so codes for lung cancer (C34), esophageal cancer (C15), and other secondary neoplasms (C77) are more likely. Conversely, conditions unrelated to thoracic oncology, such as chronic dermatologic disorders (L00–L99) or benign endocrine disorders (E00–E89), are less likely to co‑occur in this patient population."",
  ""answer"": {
    ""B"": [""C34"", ""C15"", ""C77""],
    ""C"": [""L00"", ""E00""]
  }
}
```"
O12	"{
  ""comment"": ""Gestational oedema and proteinuria without hypertension is a pregnancy‑related complication that often co‑occurs with other obstetric disorders such as gestational hypertension, preeclampsia, gestational diabetes, placental dysfunction, and postpartum hemorrhage. These conditions share common risk factors (e.g., maternal age, obesity, hypertension) and are frequently identified during the same antenatal work‑up. Chronic hypertension (I10) and chronic kidney disease (N18) are less likely because the patient’s presentation is pregnancy‑specific and typically excludes pre‑existing chronic conditions."",
  ""answer"": {
    ""B"": [""O13"", ""O15"", ""O24"", ""O26"", ""O72""],
    ""C"": [""I10"", ""N18""]
  }
}"
N87	"{
  ""comment"": ""Cervical dysplasia (N87) is strongly linked to high‑risk human papillomavirus (HPV) infection (B15) and has a high progression risk to cervical cancer (C53). It is also associated with other genital tract neoplasms (C54, C55, C56). Conversely, conditions that are protective or unrelated, such as chronic kidney disease (N18) or type 2 diabetes (E11), are less likely to co‑occur in the same patient."",
  ""answer"": {
    ""B"": [""B15"", ""C53"", ""C54"", ""C55"", ""C56""],
    ""C"": [""N18"", ""E11""]
  }
}"
Y82	"{
  ""comment"": ""Patients with adverse incidents related to medical devices (Y82) often have other complications of medical care such as device‑related infections or sepsis (T84, T86, T86.1). These are clinically linked through shared risk factors (device implantation, invasive procedures) and diagnostic workup. Conditions like essential hypertension (I10) are not directly related to device complications and are therefore less likely to co‑occur in this specific patient group."",
  ""answer"": {
    ""B"": [""T84"", ""T86"", ""T86.1""],
    ""C"": [""I10""]
  }
}"
E59	"```json
{
  ""comment"": ""Selenium deficiency (E59) is linked to thyroid dysfunction (E04), cardiovascular disease (I25), and impaired immune function (B20–B24). It is also associated with increased risk of certain cancers (C00–C97). Conversely, conditions that are typically unrelated or protective, such as acute bacterial infections (A00–A09) or acute traumatic injuries (S00–T14), are not expected to be more common in these patients."",
  ""answer"": {
    ""B"": [""E04"", ""I25"", ""C00"", ""C34""],
    ""C"": [""A00"", ""S00""]
  }
}
```"
E60	"{
  ""comment"": ""Zinc deficiency (E60) is strongly linked to impaired immunity, leading to a higher incidence of infections (A00‑A09, J00‑J99) and skin disorders (L00‑L99). It also co‑occurs with other nutritional deficiencies (E50, E51, E52) and anemia (D50). Conditions that are typically associated with high zinc intake or protective effects are less likely, but evidence is weak, so no clear [C] categories are listed."",
  ""answer"": {
    ""B"": [""A00"",""A01"",""A02"",""A03"",""A04"",""A05"",""A06"",""A07"",""A08"",""A09"",""J00"",""J01"",""J02"",""J03"",""J04"",""J05"",""J06"",""J07"",""J08"",""J09"",""J10"",""J11"",""J12"",""J13"",""J14"",""J15"",""J16"",""J17"",""J18"",""J19"",""J20"",""J21"",""J22"",""J23"",""J24"",""J25"",""J26"",""J27"",""J28"",""J29"",""J30"",""J31"",""J32"",""J33"",""J34"",""J35"",""J36"",""J37"",""J38"",""J39"",""J40"",""J41"",""J42"",""J43"",""J44"",""J45"",""J46"",""J47"",""J48"",""J49"",""J50"",""J51"",""J52"",""J53"",""J54"",""J55"",""J56"",""J57"",""J58"",""J59"",""J60"",""J61"",""J62"",""J63"",""J64"",""J65"",""J66"",""J67"",""J68"",""J69"",""J70"",""J71"",""J72"",""J73"",""J74"",""J75"",""J76"",""J77"",""J78"",""J79"",""J80"",""J81"",""J82"",""J83"",""J84"",""J85"",""J86"",""J87"",""J88"",""J89"",""J90"",""J91"",""J92"",""J93"",""J94"",""J95"",""J96"",""J97"",""J98"",""J99"",""L00"",""L01"",""L02"",""L03"",""L04"",""L05"",""L06"",""L07"",""L08"",""L09"",""L10"",""L11"",""L12"",""L13"",""L14"",""L15"",""L16"",""L17"",""L18"",""L19"",""L20"",""L21"",""L22"",""L23"",""L24"",""L25"",""L26"",""L27"",""L28"",""L29"",""L30"",""L31"",""L32"",""L33"",""L34"",""L35"",""L36"",""L37"",""L38"",""L39"",""L40"",""L41"",""L42"",""L43"",""L44"",""L45"",""L46"",""L47"",""L48"",""L49"",""L50"",""L51"",""L52"",""L53"",""L54"",""L55"",""L56"",""L57"",""L58"",""L59"",""L60"",""L61"",""L62"",""L63"",""L64"",""L65"",""L66"",""L67"",""L68"",""L69"",""L70"",""L71"",""L72"",""L73"",""L74"",""L75"",""L76"",""L77"",""L78"",""L79"",""L80"",""L81"",""L82"",""L83"",""L84"",""L85"",""L86"",""L87"",""L88"",""L89"",""E50"",""E51"",""E52"",""D50""],
    ""C"": []
  }
}"
A48	"```json
{
  ""comment"": ""Patients with a diagnosis in the broad \""Other bacterial diseases\"" category (A48) are often evaluated for other bacterial infections that are not specifically coded elsewhere. Consequently, codes for unspecified bacterial infections (A49) and common bacterial infections of the skin (A50) or respiratory tract (A51) are more frequently seen. In contrast, viral infection categories such as herpesviral infections (B00) or HIV disease (B20) are less likely to co‑occur simply because the primary focus is bacterial rather than viral pathology."",
  ""answer"": {
    ""B"": [""A49"", ""A50"", ""A51""],
    ""C"": [""B00"", ""B20""]
  }
}
```"
